Epochs,Samples Seen,Training Loss,Validation Loss
10,1000,1.2205375286787747,3.3944428272644678
10,1200,1.243049825715522,3.3702187094688414
10,1400,1.2412648926781757,3.3777201658884684
10,1600,1.251835683612153,3.3879020784695943
10,1800,1.2592518006844653,3.3998523090283075
10,2000,1.257086886204779,3.3941307153701783
10,2200,1.2663940319893034,3.4024452675183614
10,2400,1.2657816056596736,3.4619824023246766
10,2600,1.2749724096117112,3.44700116332372
10,2800,1.2779698521271348,3.4149689439932507
10,3000,1.2814629577050607,3.399400061527888
10,3200,1.2887987512769177,3.4065130213101704
10,3400,1.2878958206711446,3.411394751787186
10,3600,1.2920733935096198,3.408741096099218
10,3800,1.2967381296620557,3.439766125202179
10,4000,1.2991021535731853,3.3918620891571045
10,4200,1.3026983467205648,3.41037375664711
10,4400,1.3062396422468803,3.4189886422952016
10,4600,1.3130460037874139,3.412557992060979
10,4800,1.3205738483990233,3.4101613744099937
10,5000,1.3267394425690173,3.414743857940038
10,5200,1.3310650911640662,3.436253359476725
10,5400,1.33664706464167,3.4230715715090434
10,5600,1.3412012093035237,3.4494631996949514
10,5800,1.3454207689238005,3.4145092066923777
10,6000,1.3503825870056947,3.4438696784178418
10,6200,1.3548513794762473,3.4205577770074207
10,6400,1.3596142512653022,3.4148860325018564
10,6600,1.361519201632702,3.416274060090383
10,6800,1.3688485018821324,3.4127465212345123
10,7000,1.3693355174490385,3.4554836157162985
10,7200,1.3726969860328568,3.3983698008060457
10,7400,1.3769026111509348,3.4290694636503853
10,7600,1.3791149937832041,3.415901639143626
10,7800,1.3830203404067418,3.405979507446289
10,8000,1.3881389793381096,3.4234172349770864
10,8200,1.3936645572832445,3.41012784353892
10,8400,1.3984768639646825,3.39563370068868
10,8600,1.4036885669896768,3.4067013870875043
10,8800,1.4078762860799379,3.4038372162977852
10,9000,1.412565249333779,3.4035170338948566
10,9200,1.4177351597858512,3.405154636700948
10,9400,1.4216634566321018,3.426427324215571
10,9600,1.4254876568447798,3.412919556458791
10,9800,1.4306651404317545,3.3905249842802685
10,10000,1.4360111583322286,3.4096293914318085
10,10200,1.4400439756319803,3.394188656171163
10,10400,1.4446983250517111,3.4181802802880603
10,10600,1.449177608577148,3.4239869729677834
10,10800,1.4509587413486507,3.4361347397963207
10,11000,1.453253458369862,3.4601237145264943
